,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
5326,Givaudan,4.0,(91 Reviews),Private,"Vernier,Geneva + 4 more",127 years old,201-500 Employees (India)
5327,RS Software,4.0,(91 Reviews),Public,Milpitas + 2 more,31 years old,201-500 Employees (India)
5328,Arihant Publicat...,3.6,(91 Reviews),Private,Meerut + 13 more,25 years old,51-200 Employees (India)
5329,Cummins Turbo Te...,4.2,(91 Reviews),Pune + 4 more,10k-50k Employees (India),,
5330,Frontline NCR Bu...,3.6,(91 Reviews),Private,New Delhi + 22 more,15 years old,1k-5k Employees (Global)
5331,Vistaprint,4.1,(91 Reviews),Private,Mumbai + 7 more,10 years old,1k-5k Employees (India)
5332,Stellar Innovati...,3.7,(91 Reviews),Private,"Dayton,OH + 3 more",6 years old,201-500 Employees (India)
5333,Chetana Publicat...,3.2,(91 Reviews),Private,"Mumbai,Maharashtra + 12 more",47 years old,201-500 Employees (India)
5334,Olectra Greentec...,3.2,(91 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",30 years old,201-500 Employees (India)
5335,Man Industries,3.9,(91 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
5336,Government Hospi...,4.3,(91 Reviews),Chennai + 46 more,,,
5337,Maxinfra,4.2,(91 Reviews),Private,Hyderabad + 7 more,47 years old,51-200 Employees (India)
5338,Praxis home Reta...,4.2,(91 Reviews),Public,Mumbai + 23 more,15 years old,1k-5k Employees (India)
5339,Malabar Group Of...,4.1,(91 Reviews),Private,"Calicut/Kozhikode,Kerala + 21 more",29 years old,1k-5k Employees (India)
5340,Narayana Medical...,4.0,(91 Reviews),Private,Nellore + 5 more,43 years old,1k-5k Employees (India)
5341,Tessolve Semicon...,3.8,(91 Reviews),"Bangalore/Bengaluru,Karnataka + 6 more",18 years old,1k-5k Employees (India),
5342,KRYFS POWER COMP...,4.2,(91 Reviews),Private,Mumbai + 10 more,30 years old,201-500 Employees (India)
5343,Lyrus Life Scien...,3.5,(91 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",7 years old,51-200 Employees (India)
5344,Fawaz Alhokair G...,4.2,(91 Reviews),Private,Riyadh + 5 more,32 years old,11-50 Employees (India)
5345,RS Software,4.0,(91 Reviews),Public,Milpitas + 2 more,31 years old,201-500 Employees (India)
5346,Pathcare Labs,3.9,(91 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 22 more",15 years old,201-500 Employees (India)
5347,Hotel Sahara Sta...,4.3,(91 Reviews),Private,Mumbai + 2 more,20 years old,201-500 Employees (India)
5348,NIMS University,3.4,(91 Reviews),Private,"Jaipur,Rajasthan + 4 more",14 years old,501-1k Employees (India)
5349,Damodar Valley C...,3.9,(91 Reviews),Kolkata + 11 more,74 years old,5k-10k Employees (India),
5350,The Indure,3.5,(91 Reviews),Private,New Delhi + 13 more,52 years old,51-200 Employees (India)
5351,Olectra Greentec...,3.2,(91 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",30 years old,201-500 Employees (India)
5352,Government Hospi...,4.3,(91 Reviews),Chennai + 46 more,,,
5353,Man Industries,3.9,(91 Reviews),Public,"Mumbai,Maharashtra + 7 more",34 years old,1k-5k Employees (India)
5354,Chetana Publicat...,3.2,(91 Reviews),Private,"Mumbai,Maharashtra + 12 more",47 years old,201-500 Employees (India)
5355,Stellar Innovati...,3.7,(91 Reviews),Private,"Dayton,OH + 3 more",6 years old,201-500 Employees (India)
5356,Bridgei2i Analyt...,3.8,(91 Reviews),Private,"Bangalore,Karnataka + 2 more",11 years old,501-1k Employees (India)
5357,Praxis home Reta...,4.2,(91 Reviews),Public,Mumbai + 23 more,15 years old,1k-5k Employees (India)
5358,Grivaa Capital,4.7,(91 Reviews),Private,New Delhi + 2 more,7 years old,11-50 Employees (India)
5359,Natural Remedies,3.5,(90 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",71 years old,501-1k Employees (India)
5360,Plintron Global ...,3.4,(90 Reviews),Private,Singapore + 2 more,14 years old,501-1k Employees (India)
5361,Impressico Busin...,4.7,(90 Reviews),Private,Noida + 3 more,14 years old,201-500 Employees (India)
5362,Dubai Electricit...,4.3,(90 Reviews),Private,"Dubai,Dubai + 1 more",30 years old,10k-50k Employees (India)
5363,EVOSYS,3.8,(90 Reviews),Private,"Ahmedabad,Gujarat + 5 more",16 years old,1k-5k Employees (Global)
5364,Avanti Learning ...,3.7,(90 Reviews),Mumbai + 16 more,10 years old,201-500 Employees (India),
5365,Testbook.com,3.8,(90 Reviews),Private,"Mumbai,Maharashtra + 10 more",8 years old,501-1k Employees (India)
5366,Bharatiya Vidya ...,4.1,(90 Reviews),Mumbai + 23 more,84 years old,10k-50k Employees (India),
5367,Anupam Rasayan I...,4.3,(90 Reviews),Public,"Surat,Gujarat + 7 more",45 years old,201-500 Employees (India)
5368,Sumadhura Infrac...,4.1,(90 Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 2 more",16 years old,201-500 Employees (India)
5369,Entigrity Soluti...,4.7,(90 Reviews),New York + 3 more,7 years old,1k-5k Employees (India),
5370,J Pan Tubular Co...,4.0,(90 Reviews),Private,Greater Noida + 6 more,15 years old,51-200 Employees (India)
5371,T.R. Sawhney Mot...,3.5,(90 Reviews),Private,New Delhi + 8 more,35 years old,201-500 Employees (Global)
5372,Intercraft Tradi...,4.3,(90 Reviews),"Mumbai,Maharashtra + 18 more",28 years old,201-500 Employees (India),
5373,Dozco,4.1,(90 Reviews),Visakhapatnam + 24 more,39 years old,501-1k Employees (India),
5374,Safran Engineeri...,3.4,(90 Reviews),Private,"Blagnac,Occitanie + 1 more",21 years old,201-500 Employees (India)
5375,Hindustan Foods,3.9,(90 Reviews),Public,"Mumbai,Maharashtra + 12 more",34 years old,1k-5k Employees (India)
5376,Spun Micro Proce...,3.6,(90 Reviews),Gurugram + 4 more,31 years old,51-200 Employees (India),
5377,GKN Sinter Metal...,4.0,(90 Reviews),Private,Auburn Hills + 5 more,120 years old,51-200 Employees (India)
5378,Bluestone.com,3.8,(90 Reviews),Private,"Bangalore,Karnataka + 15 more",11 years old,201-500 Employees (India)
5379,BSR,3.4,(90 Reviews),Private,San Francisco + 16 more,30 years old,1k-5k Employees (Global)
5380,DynPro,4.1,(90 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",26 years old,51-200 Employees (India)
5381,ECOS (I) MOBILIT...,3.8,(90 Reviews),Private,New Delhi + 7 more,26 years old,501-1k Employees (India)
5382,Lycatel BPO,3.4,(90 Reviews),Private,London + 2 more,16 years old,201-500 Employees (India)
5383,Kamdhenu,4.0,(90 Reviews),Public,Alwar + 22 more,27 years old,501-1k Employees (India)
5384,IndiaLends,3.9,(90 Reviews),Private,"Delhi,NCT + 2 more",8 years old,201-500 Employees (India)
5385,Amara Raja Infra,4.0,(90 Reviews),Private,Hyderabad + 9 more,38 years old,201-500 Employees (India)
5386,Isolux Corsan,3.9,(90 Reviews),Private,Madrid + 17 more,94 years old,501-1k Employees (India)
5387,iSource,3.0,(90 Reviews),Private,"Noida,Uttar Pradesh + 7 more",19 years old,201-500 Employees (India)
5388,Toyotetsu india ...,4.6,(90 Reviews),Private,Aichi + 3 more,13 years old,501-1k Employees (India)
5389,Gracure Pharmace...,3.9,(90 Reviews),Private,"Delhi/NCR,Delhi + 4 more",30 years old,201-500 Employees (India)
5390,SONATRACH,4.5,(90 Reviews),Other,Algiers,59 years old,1-10 Employees (India)
5391,Rexel,4.0,(90 Reviews),Private,Paris + 16 more,8 years old,201-500 Employees (India)
5392,Patil Automation,3.4,(90 Reviews),Private,Pune + 2 more,12 years old,51-200 Employees (India)
5393,Kisan Mouldings,4.3,(90 Reviews),Public,"Mumbai,Maharashtra + 18 more",40 years old,501-1k Employees (India)
5394,Quadgen Wireless...,3.5,(90 Reviews),Private,"King Of Prussia,Pennsylvania + 13 more",15 years old,51-200 Employees (India)
5395,Cotecna Inspecti...,3.7,(90 Reviews),Private,"Geneva,Geneva + 23 more",48 years old,201-500 Employees (India)
5396,Enova Facilities...,4.3,(90 Reviews),Private,"Chicago,Illinois + 10 more",20 years old,1k-5k Employees (Global)
5397,Hirschvogel Comp...,4.2,(90 Reviews),Private,Denklingen,84 years old,5k-10k Employees (India)
5398,Maharani Innovat...,3.0,(90 Reviews),Private,"Palwal,Haryana + 10 more",42 years old,201-500 Employees (India)
5399,Spun Micro Proce...,3.6,(90 Reviews),Gurugram + 4 more,31 years old,51-200 Employees (India),
5400,Rexel,4.0,(90 Reviews),Private,Paris + 16 more,8 years old,201-500 Employees (India)
5401,Quadgen Wireless...,3.5,(90 Reviews),Private,"King Of Prussia,Pennsylvania + 13 more",15 years old,51-200 Employees (India)
5402,Toyotetsu india ...,4.6,(90 Reviews),Private,Aichi + 3 more,13 years old,501-1k Employees (India)
5403,Kisan Mouldings,4.3,(90 Reviews),Public,"Mumbai,Maharashtra + 18 more",40 years old,501-1k Employees (India)
5404,Cotecna Inspecti...,3.7,(90 Reviews),Private,"Geneva,Geneva + 23 more",48 years old,201-500 Employees (India)
